# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC03495	ompC	ompC	ompC;	ompCp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2203749;17426813;8125343;23274360;1289796 
RDBECOLITUC03496	yhfA	yhfA	yhfA;	yhfAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1715982 
RDBECOLITUC03497	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp4	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC03498	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp5	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC03499	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC03500	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC03501	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC03502	pyrLBI	pyrLBI	pyrL;pyrI;pyrB;	pyrLp2	[EXP-IEP-COREGULATION:W]		W	6294470;7517939;3928602;6300835;2656651;3044790;2991885 
RDBECOLITUC03503	pyrLBI	pyrLBI	pyrL;pyrI;pyrB;	pyrLp1	[EXP-IEP-COREGULATION:W]		W	6294470;7517939;3928602;28644990;6300835;2656651;3044790;2991885 
RDBECOLITUC03504	rcsA	rcsA	rcsA;	rcsAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9882673;19783745;23421615 
RDBECOLITUC03505	rpoN-hpf-ptsN-yhbJ-npr	lptB-rpoN-hpf-ptsN-yhbJ	rpoN;hpf;ptsN;rapZ;npr;	rpoNp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		W	8025669;21272324 
RDBECOLITUC03506	glmUS	glmUS	glmS;glmU;	glmUp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	7545108 
RDBECOLITUC03507	aspV	aspV	aspV;	aspVp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03508	thrW	thrW	thrW;	thrWp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03509	argU	argU	argU;	argUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03510	lysT-valT-lysW	lysT-valT-lysW	lysT;valT;lysW;	lysTp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03511	valVW	valVW	valV;valW;	valVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	17981836 
RDBECOLITUC03512	proL	proL	proL;	proLp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03513	valUXY-lysV	valUXY-lysV	valU;valX;valY;lysV;	valUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03514	metZWV	metZWV	metZ;metW;metV;	metZp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2843439 
RDBECOLITUC03515	asnT	asnT	asnT;	asnTp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03516	asnU	asnU	asnU;	asnUp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03517	asnV	asnV	asnV;	asnVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03518	argW	argW	argW;	argWp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03519	pheV	pheV	pheV;	pheVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03520	ileX	ileX	ileX;	ileXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03521	argX-hisR-leuT-proM	argX-hisR-leuT-proM	argX;hisR;leuT;proM;	argXp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03522	thrU-tyrU-glyT-thrT-tufB	thrU-tyrU-glyT-thrT-tufB	tufB;thrU;tyrU;glyT;thrT;	thrUp	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]		W	3317280;6168388;31964733 
RDBECOLITUC03523	glyVXY	glyVXY	glyV;glyX;glyY;	glyVp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03524	leuX	leuX	leuX;	leuXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03525	metT-leuW-glnUW-metU-glnVX	metT-leuW-glnUW-metU-glnVX	glnX;glnV;metU;glnW;glnU;leuW;metT;	metTp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	18033800;6163550;6286682 
RDBECOLITUC03526	serW	infA-serW	serW;	serWp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	7518257 
RDBECOLITUC03527	serT	serT	serT;	serTp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03528	serX	serX	serX;	serXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03529	tyrTV-tpr	tyrTV-tpr	tpr;tyrV;tyrT;	tyrTp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03530	glyW-cysT-leuZ	glyW-cysT-leuZ	3'ETS-<i>leuZ</i>;leuZ;cysT;glyW;	glyWp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03531	serU	serU	serU;	serUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03532	alaWX	alaWX	alaX;alaW;	alaWp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03533	serV-argVYZQ	serV-argVYZQ	argQ;argZ;argY;argV;serV;	serVp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03534	glyU	glyU	glyU;	glyUp			None	 
RDBECOLITUC03535	metY-yhbC-nusA-infB	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	infB;nusA;rimP;metY;	metYp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2481042 
RDBECOLITUC03536	leuU	secG-leuU	leuU;	leuUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03537	proK	proK	proK;	proKp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03538	pheU	pheU	pheU;	pheUp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03539	leuQPV	leuQPV	leuV;leuP;leuQ;	leuQp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	17981836;31964733 
RDBECOLITUC03540	pdhR-aceEF-lpdA	pdhR-aceEF-lpdA	pdhR;aceE;aceF;lpd;	pdhRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9720032 
RDBECOLITUC03541	lpdA	pdhR-aceEF-lpdA	lpd;	lpdAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9720032;21272324 
RDBECOLITUC03542	sdhCDAB-sucABCD-sdhX	sdhCDAB-sucABCD-sdhX	sdhX;sdhC;sdhD;sdhA;sdhB;sucA;sucB;sucC;sucD;	sdhCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3086287;6383359;9720032;28644990;21980479;21272324;34475859;30591570;30541135;23274360;31734389;32385082;31271063 
RDBECOLITUC03543	rseABC	rseD-rpoE-rseABC	rseC;rseB;rseA;	rseAp3	[EXP-IEP-COREGULATION:W]		W	16336047;9159522 
RDBECOLITUC03544	pykF	pykF	pykF;	pykFp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8550429;21272324 
RDBECOLITUC03545	uxuAB	uxuAB	uxuB;uxuA;	uxuAp	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	3083215 
RDBECOLITUC03546	aldA	aldA	aldA;	aldAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3275622;3298215;9880556;30810277 
RDBECOLITUC03547	putP	putP	putP;	putPp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3302614;3325781 
RDBECOLITUC03548	putP	putP	putP;	putPp2			None	3302614;3325781 
RDBECOLITUC03549	putP	putP	putP;	putPp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3302614;3325781 
RDBECOLITUC03550	putP	putP	putP;	putPp4	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3302614;3325781 
RDBECOLITUC03551	putP	putP	putP;	putPp5	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3302614;3325781 
RDBECOLITUC03552	caiF	caiF	caiF;	caiFp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8631699 
RDBECOLITUC03553	fixABCX	fixABCX	fixX;fixC;fixB;fixA;	fixAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7473063;32794733 
RDBECOLITUC03554	ompR-envZ	ompR-envZ	envZ;ompR;	ompRp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2997120;3294816;3536870;17426813 
RDBECOLITUC03555	ompR-envZ	ompR-envZ	envZ;ompR;	ompRp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2997120;3294816;3536870;17426813 
RDBECOLITUC03556	ompR-envZ	ompR-envZ	envZ;ompR;	ompRp4	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2997120;3294816;3536870;17426813 
RDBECOLITUC03557	lldPRD	lldPRD	lldD;lldR;lldP;	lldPp	[EXP-IEP-COREGULATION:W]		W	18263722;8407843;8892825;31964733 
RDBECOLITUC03558	fimAICDFGH	fimAICDFGH	fimR2;fimD;fimH;fimG;fimF;fimC;fimI;fimA;	fimAp	[EXP-IMP-POLAR-MUTATION:S]		S	35831865;9108285;8121417;16207912;7916011;35316170;2863818;8101185;16855224;31540875;2886490;36748578;8878036;9515701;1648076 
RDBECOLITUC03559	fimE	fimE	fimE;	fimEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417 
RDBECOLITUC03560	tolB-pal-ybgF	tolB-pal-ybgF	cpoB;pal;tolB;		[EXP-IMP-POLAR-MUTATION:S]		S	8763928 
RDBECOLITUC03561	rpoH	rpoH	rpoH;	rpoHp6	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851;9987139 
RDBECOLITUC03562	msrA	msrA	msrA;	msrAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7836279 
RDBECOLITUC03563	ampC	ampC	ampC;	ampCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6329713;7010184;7559452;17326753 
RDBECOLITUC03564	eda	edd-eda	eda;	edap1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1624451;21272324 
RDBECOLITUC03565	smtA-mukFEB	smtA-mukFEB	mukB;mukE;mukF;cmoM;	cmoMp	[EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	8566713;8602138;31964733 
RDBECOLITUC03566	mobAB	mobAB	mobB;mobA;	mobAp1	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	7551035;33136147;12754220 
RDBECOLITUC03567	mobAB	mobAB	mobB;mobA;	mobAp2	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	7551035;33136147;12754220 
RDBECOLITUC03568	eda	edd-eda	eda;	edap2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1624451;21272324 
RDBECOLITUC03569	eda	edd-eda	eda;	edap3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1624451;21272324 
RDBECOLITUC03570	rseD-rpoE-rseABC	rseD-rpoE-rseABC	rseD;rseC;rseB;rseA;rpoE;	rseDp4	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7889935;9159522;19763168 
RDBECOLITUC03571	xapAB	xapAB	xapB;xapA;	xapAp	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	21398637;7559336;32379825 
RDBECOLITUC03572	tauABCD	tauABCD	tauD;tauC;tauB;tauA;	tauAp	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	15902464;8808933;32571968;31540875 
RDBECOLITUC03573	ychQA-kdsA	ychQA-kdsA	kdsA;ychA;ychQ;	ychQp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7543480 
RDBECOLITUC03574	kdsA	ychQA-kdsA	kdsA;	kdsAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7543480 
RDBECOLITUC03575	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp;rpsO;truB;rbfA;infB;nusA;rimP;metY;	metYp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	2849753;2990900 
RDBECOLITUC03576	metY	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	metY;	metYp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2843439;6364142 
RDBECOLITUC03577	arcA	arcA	arcA;	arcAp1			None	8022271;23563322;28923010;21272324;23274360;15988767 
RDBECOLITUC03578	arcA	arcA	arcA;	arcAp2			None	8022271;23274360;21272324 
RDBECOLITUC03579	arcA	arcA	arcA;	arcAp3			None	8022271;23274360;21272324 
RDBECOLITUC03580	arcA	arcA	arcA;	arcAp4			None	8022271;23274360;21272324 
RDBECOLITUC03581	arcA	arcA	arcA;	arcAp6			None	8022271;23274360;21272324 
RDBECOLITUC03582	arcA	arcA	arcA;	arcAp7			None	8022271;23274360;21272324 
RDBECOLITUC03583	arcA	arcA	arcA;	arcAp5			None	8022271;23274360;21272324 
RDBECOLITUC03584	putA	putA	putA;	putAp			None	3325781 
RDBECOLITUC03585	nmpC	nmpC	nmpC;	nmpCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3017988;8057841;29468195 
RDBECOLITUC03586	cydAB	cydAB	cydB;cydA;	cydAp2			None	8824175;32385082;23274360 
RDBECOLITUC03587	cutA	cutA	cutA;	cutAp	[EXP-IMP-POLAR-MUTATION:S]		S	7623667 
RDBECOLITUC03588	cmk-rpsA	rpsA-ihfB	rpsA;cmk;	cmkp	[EXP-IMP-POLAR-MUTATION:S]		S	7836281;6384724;12754220 
RDBECOLITUC03589	ybgA-phr	ybgA-phr	phr;ybgA;	ybgAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7651327 
RDBECOLITUC03590	napFDAGHBC-ccmABCDEFGH	napFDAGHBC-ccmABCDEFGH	ccmH;ccmG;ccmF;ccmE;ccmD;ccmC;ccmB;ccmA;napC;napB;napH;napG;napA;napD;napF;	napFp2			None	7643383;8830238;19656291 
RDBECOLITUC03591	phr	ybgA-phr	phr;	phrp			None	7651327 
RDBECOLITUC03592	plaR	plaR	plaR;	plaRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10913096 
RDBECOLITUC03593	gadBC	gadBC	gadC;gadB;	gadBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12867478;17919280;10383761;11238978;19767843;8455549;12657059;31186337;21571995;20470880;15795232;32385082;17185552 
RDBECOLITUC03594	trpCBA	trpLEDCBA	trpA;trpB;trpC;	trpCp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	4866380;5323613;5339605;7038627;12754220 
RDBECOLITUC03595	glpEGR	glpEGR	glpR;glpG;glpE;	glpEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8955387;1846566;31823602 
RDBECOLITUC03596	glpGR	glpEGR	glpR;glpG;	glpGp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9524241;8955387 
RDBECOLITUC03597	glpR	glpEGR	glpR;	glpRp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9524241;8955387 
RDBECOLITUC03598	glpR	glpEGR	glpR;	glpRp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9524241;8955387 
RDBECOLITUC03599	cmr	cmr	mdfA;	cmrp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655497;17426813 
RDBECOLITUC03600	hydN-hypF	hydN-hypF	hypF;hydN;	hydNp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8661925 
RDBECOLITUC03601	acpP-fabF	rpmF-plsX-fabHDG	fabF;acpP;	acpPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655562 
RDBECOLITUC03602	fabDG-acpP	rpmF-plsX-fabHDG	acpP;fabG;fabD;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655562 
RDBECOLITUC03603	fabG-acpP	rpmF-plsX-fabHDG	acpP;fabG;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1556094;8655562 
RDBECOLITUC03604	dadAX	dadAX	dadX;dadA;	dadAp1	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	3920477;7906689;32211022;31992590;31964733 
RDBECOLITUC03605	dadAX	dadAX	dadX;dadA;	dadAp3	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	3920477;7906689;32211022;31964733 
RDBECOLITUC03606	garPLRK-rnpB	garPLRK-rnpB	rnpB;garK;garR;garL;garP;	garPp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10762278;7489504 
RDBECOLITUC03607	rnc-era-recO-pdxJ-acpS	rnc-era-recO-pdxJ-acpS	acpS;pdxJ;recO;era;rnc;	rncp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	8971718;31964733 
RDBECOLITUC03608	pdxJ-acpS	rnc-era-recO-pdxJ-acpS	acpS;pdxJ;	pdxJp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	8971718 
RDBECOLITUC03609	hupA	hupA	hupA;	hupAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2187099 
RDBECOLITUC03610	hupB	hupB	hupB;	hupBp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2187099 
RDBECOLITUC03611	hupB	hupB	hupB;	hupBp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2187099 
RDBECOLITUC03612	hupB	hupB	hupB;	hupBp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2187099 
RDBECOLITUC03613	hupB	hupB	hupB;	hupBp4	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2187099;8913296 
RDBECOLITUC03614	xseA	xseA	xseA;	xseAp			None	10856643 
RDBECOLITUC03615	paaZ	paaZ	paaZ;	paaZp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9748275 
RDBECOLITUC03616	feaR	feaR	feaR;	feaRp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8631685 
RDBECOLITUC03617	cfa	cfa	cfa;	cfap1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8022273;11244055;15716429;16420371;18331469 
RDBECOLITUC03618	cfa	cfa	cfa;	cfap2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8022273;11244055;15716429;16420371;18331469 
RDBECOLITUC03619	relA-mazEF	relA-mazEF	mazF;mazE;relA;	relAp1	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	8226627;2844820;19702577;18430135 
RDBECOLITUC03620	mazEFG	relA-mazEF	mazG;mazF;mazE;	mazEp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]		S	11071896;16390452;2844820;8226627;8650219;19251848 
RDBECOLITUC03621	mazEFG	relA-mazEF	mazG;mazF;mazE;	mazEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]		S	11071896;16390452;2844820;8226627;8650219;19251848 
RDBECOLITUC03622	ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA	ilvX;ilvG;ilvA;ilvD;ilvE;ilvM;ilvL;	ilvLp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2642900;2985538;3550695;9068661;6252193 
RDBECOLITUC03623	ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA	ilvX;ilvG;ilvA;ilvD;ilvE;ilvM;ilvL;	ilvLp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2642900;2985538;3550695;9068661;6252193 
RDBECOLITUC03624	ilvEDA	ilvLXG_1G_2MEDA	ilvA;ilvD;ilvE;	ilvEp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2985538;3917997;2642900;31964733 
RDBECOLITUC03625	poxB	poxB-ltaE-ybjT	poxB;	poxBp1	[EXP-IEP:W]		W	8022274;33417680 
RDBECOLITUC03626	xthA	xthA	xthA;	xthAp	[COMP-AINF:W]		W	34942039 
RDBECOLITUC03627	rnpB	garPLRK-rnpB	rnpB;	rnpBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7489504;15879709;31964733 
RDBECOLITUC03628	tpx	tpx	tpx;	tpxp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8630014 
RDBECOLITUC03629	adhE	adhE	adhE;	adhEp2			None	8423158;8763968;31964733 
RDBECOLITUC03630	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp1	[EXP-IMP-POLAR-MUTATION:S]		S	27795327;8899708 
RDBECOLITUC03631	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp2	[EXP-IMP-POLAR-MUTATION:S]		S	27795327;8899708 
RDBECOLITUC03632	rpsA-ihfB	rpsA-ihfB	ihfB;rpsA;	rpsAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8973312;28347827;12754220 
RDBECOLITUC03633	rpsA-ihfB	rpsA-ihfB	ihfB;rpsA;	rpsAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8973312;28347827;12754220 
RDBECOLITUC03634	hlyE	hlyE	hlyE;	hlyEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8861216;14996792;17892462;10027972;32849447;15813739;15208313 
RDBECOLITUC03635	rnb	rnb	rnb;	rnbp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8932710 
RDBECOLITUC03636	rnb	rnb	rnb;	rnbp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8932710 
RDBECOLITUC03637	degP	degP	degP;	degPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	18710431;17426813;16952953 
RDBECOLITUC03638	gadAX	gadAX	gadX;gadA;	gadAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11976288;12867478;17919280;22056927;15795232;19767843;23274360;12657059;20470880;21571995;17185552 
RDBECOLITUC03639	glnK-amtB	glnK-amtB	amtB;glnK;	glnKp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8843440;16740928;21272324 
